ascat_1,ascat_2,ascat_3,date,qscat_1,qscat_2,qscat_3
0,0,0,2008061,-61.2454,-51.0926,1
0,0,0,2008062,-61.2446,-50.8798,1
0,0,0,2008063,-61.1752,-50.3823,1
0,0,0,2008064,-61.0211,-50.2151,1
0,0,0,2008065,-60.8539,-50.2781,1
0,0,0,2008066,-60.7974,-50.4384,1
0,0,0,2008067,-60.7791,-50.4129,1
0,0,0,2008068,-60.7465,-50.5242,1
0,0,0,2008069,-60.7811,-50.7315,1
0,0,0,2008070,-60.8612,-50.9596,1
0,0,0,2008071,-60.9301,-51.0679,1
0,0,0,2008072,-60.9692,-51.2043,1
0,0,0,2008073,-60.9692,-51.2043,1
0,0,0,2008074,-60.9058,-51.4051,1
0,0,0,2008075,-60.9225,-51.5322,1
0,0,0,2008076,-60.9181,-51.8502,1
0,0,0,2008077,-60.9045,-52.0682,1
0,0,0,2008078,-60.9247,-52.2102,1
0,0,0,2008079,-60.8187,-52.2658,1
0,0,0,2008080,-60.7039,-52.2169,1
0,0,0,2008081,-60.5986,-51.7952,1
0,0,0,2008082,-60.4566,-51.5037,1
0,0,0,2008083,-60.2977,-51.3929,1
0,0,0,2008084,-60.2205,-51.5085,1
0,0,0,2008085,-60.0221,-51.3372,0
0,0,0,2008086,-59.7801,-51.1045,1
0,0,0,2008087,-59.6002,-51.011,1
0,0,0,2008088,-59.4762,-51.1007,1
0,0,0,2008089,-59.4309,-51.1265,1
0,0,0,2008090,-59.2788,-51.0653,1
0,0,0,2008091,-59.1917,-50.965,1
0,0,0,2008092,-59.077,-50.937,0
0,0,0,2008093,-58.9637,-50.9091,1
0,0,0,2008094,-58.8807,-50.8111,1
0,0,0,2008095,-58.8034,-50.745,1
0,0,0,2008096,-58.6813,-50.4228,1
0,0,0,2008097,-58.5192,-50.3821,1
0,0,0,2008098,-58.3479,-50.2702,1
0,0,0,2008099,-58.272,-50.1123,1
0,0,0,2008100,-58.1998,-49.8538,1
0,0,0,2008101,-58.345,-49.6035,1
0,0,0,2008102,-58.5043,-49.7241,1
0,0,0,2008103,-58.6401,-49.1534,1
0,0,0,2008104,-58.5879,-48.6455,1
0,0,0,2008105,-58.4116,-48.5151,1
0,0,0,2008106,-58.1809,-48.4654,1
0,0,0,2008107,-58.0429,-48.491,1
0,0,0,2008108,-58.0429,-48.491,1
0,0,0,2008109,-58.2309,-48.3904,1
0,0,0,2008110,-58.2273,-48.2363,0
0,0,0,2008111,-58.2172,-48.0293,0
0,0,0,2008112,-58.2016,-47.7858,0
0,0,0,2008113,-58.1815,-47.5221,0
0,0,0,2008114,-58.1579,-47.2543,0
0,0,0,2008115,-58.132,-46.9987,0
0,0,0,2008116,-58.1046,-46.7717,0
0,0,0,2008117,-58.0768,-46.5894,0
0,0,0,2008118,-58.0496,-46.468,0
0,0,0,2008119,-58.0241,-46.424,1
0,0,0,2008120,-58.0005,-46.5391,0
0,0,0,2008121,-57.9692,-46.7209,1
0,0,0,2008122,-57.8878,-46.875,0
0,0,0,2008123,-57.8263,-46.9625,1
0,0,0,2008124,-57.8263,-46.9625,1
0,0,0,2008125,-57.5645,-46.9852,0
0,0,0,2008126,-57.3027,-47.0079,1
0,0,0,2008127,-57.3878,-46.9051,1
0,0,0,2008128,-57.4728,-47.0084,1
0,0,0,2008129,-57.4182,-47.0652,1
0,0,0,2008130,-57.4182,-47.0652,1
0,0,0,2008131,-57.4821,-47.1849,1
0,0,0,2008132,-57.4286,-47.214,1
0,0,0,2008133,-57.42,-47.08,1
0,0,0,2008134,-57.4244,-46.8774,1
0,0,0,2008135,-57.484,-47.0878,1
0,0,0,2008136,-57.477,-47.2619,1
0,0,0,2008137,-57.3786,-47.2445,1
0,0,0,2008138,-57.3375,-47.0732,1
0,0,0,2008139,-57.4722,-46.8016,1
0,0,0,2008140,-57.6203,-46.8257,1
0,0,0,2008141,-57.6094,-47.008,1
0,0,0,2008142,-57.5163,-47.1111,1
0,0,0,2008143,-57.4826,-46.8678,1
0,0,0,2008144,-57.6077,-46.6895,1
0,0,0,2008145,-57.8306,-46.9362,1
0,0,0,2008146,-57.8391,-46.9915,1
0,0,0,2008147,-57.6881,-47.1242,1
0,0,0,2008148,-57.6291,-46.903,1
0,0,0,2008149,-57.6904,-46.7852,1
0,0,0,2008150,-57.7438,-46.8476,1
0,0,0,2008151,-57.6748,-46.9583,1
0,0,0,2008152,-57.5352,-46.6436,1
0,0,0,2008153,-57.5872,-46.5027,1
0,0,0,2008154,-57.7697,-46.3871,1
0,0,0,2008155,-57.8631,-46.6499,1
0,0,0,2008156,-57.8023,-46.9913,1
0,0,0,2008157,-57.7075,-46.9143,1
0,0,0,2008158,-57.6324,-46.6237,1
0,0,0,2008159,-57.7236,-46.5106,1
0,0,0,2008160,-57.8886,-46.4987,1
0,0,0,2008161,-57.9964,-46.7319,1
0,0,0,2008162,-58.0213,-47.0551,1
0,0,0,2008163,-58.0515,-47.2139,1
0,0,0,2008164,-58.0605,-47.3938,1
0,0,0,2008165,-58.1932,-47.7441,1
0,0,0,2008166,-58.5028,-47.8232,1
0,0,0,2008167,-58.7488,-47.569,1
0,0,0,2008168,-58.9932,-47.2329,1
0,0,0,2008169,-59.2915,-46.9822,1
0,0,0,2008170,-59.668,-46.5423,1
0,0,0,2008171,-59.7476,-46.047,1
0,0,0,2008172,-59.6262,-45.6041,1
0,0,0,2008173,-59.5107,-45.695,1
0,0,0,2008174,-59.4428,-45.9956,1
0,0,0,2008175,-59.4436,-46.2605,1
0,0,0,2008176,-59.4521,-46.1934,0
0,0,0,2008177,-59.4742,-46.0521,1
0,0,0,2008178,-59.5673,-45.8276,1
0,0,0,2008179,-59.5638,-45.6151,1
0,0,0,2008180,-59.5792,-45.5407,1
0,0,0,2008181,-59.5792,-45.5407,1
0,0,0,2008182,-59.4723,-45.3609,1
0,0,0,2008183,-59.4205,-45.23,1
0,0,0,2008184,-59.4734,-45.0539,1
0,0,0,2008185,-59.477,-44.5747,1
0,0,0,2008186,-59.3221,-44.2151,0
0,0,0,2008187,-59.1086,-43.8977,1
0,0,0,2008188,-59.0179,-43.5913,1
0,0,0,2008189,-58.8547,-42.9019,1
0,0,0,2008190,-58.4714,-42.2464,1
0,0,0,2008191,-58.3005,-42.0267,1
0,0,0,2008192,-58.062,-42.0764,1
0,0,0,2008193,-57.8451,-42.2406,1
0,0,0,2008194,-57.708,-42.2584,1
0,0,0,2008195,-57.5865,-42.2166,1
0,0,0,2008196,-57.5865,-42.2166,1
0,0,0,2008197,-57.5865,-42.2166,1
0,0,0,2008198,-57.5288,-42.4883,1
0,0,0,2008199,-57.4932,-42.6346,1
0,0,0,2008200,-57.4183,-42.6981,1
0,0,0,2008201,-57.3552,-42.8569,1
0,0,0,2008202,-57.3552,-42.8569,1
0,0,0,2008203,-57.2384,-42.8431,1
0,0,0,2008204,-57.1617,-42.9275,1
0,0,0,2008205,-57.1245,-42.9793,1
0,0,0,2008206,-57.1056,-42.9897,1
0,0,0,2008207,-57.0648,-42.9923,1
0,0,0,2008208,-57.0224,-42.9176,1
0,0,0,2008209,-56.9875,-42.8333,1
0,0,0,2008210,-57.0077,-42.6937,1
0,0,0,2008211,-57.0256,-42.6274,0
0,0,0,2008212,-57.0458,-42.5691,1
0,0,0,2008213,-57.077,-42.4824,1
0,0,0,2008214,-57.077,-42.4824,1
0,0,0,2008215,-57.077,-42.4824,1
0,0,0,2008216,-57.0518,-42.6705,1
0,0,0,2008217,-57.0518,-42.6705,1
0,0,0,2008218,-57.0895,-42.7223,1
0,0,0,2008219,-57.0895,-42.7223,1
0,0,0,2008220,-57.1031,-42.7953,1
0,0,0,2008221,-57.1258,-42.9065,1
0,0,0,2008222,-57.1258,-42.9065,1
0,0,0,2008223,-57.1258,-42.9065,1
0,0,0,2008224,-57.0805,-42.8269,1
0,0,0,2008225,-57.0795,-42.6508,1
0,0,0,2008226,-57.0706,-42.5685,1
0,0,0,2008227,-57.0744,-42.4309,1
0,0,0,2008228,-57.1599,-41.9381,1
0,0,0,2008229,-57.0993,-40.9179,1
0,0,0,2008230,-56.9187,-40.6072,1
0,0,0,2008231,-56.4973,-40.7848,1
0,0,0,2008232,-56.2572,-41.2891,1
0,0,0,2008233,-56.0328,-41.53,1
0,0,0,2008234,-55.7301,-41.5641,1
0,0,0,2008235,-55.5815,-41.2585,1
0,0,0,2008236,-55.5749,-40.7444,1
0,0,0,2008237,-55.5744,-40.5842,1
-69.5996,13.728,1,2015285,0,0,0
-69.5996,13.728,1,2015286,0,0,0
-69.5996,13.728,1,2015287,0,0,0
-69.5996,13.728,1,2015288,0,0,0
-69.5996,13.728,1,2015289,0,0,0
-69.5996,13.728,1,2015290,0,0,0
-69.5996,13.728,1,2015291,0,0,0
-69.5996,13.728,1,2015292,0,0,0
-69.5996,13.728,1,2015293,0,0,0
-69.5996,13.728,1,2015294,0,0,0
-69.5996,13.728,1,2015295,0,0,0
-69.5996,13.728,1,2015296,0,0,0
-69.5996,13.728,1,2015297,0,0,0
-69.6094,13.6569,1,2015298,0,0,0
-69.6094,13.6569,1,2015299,0,0,0
-69.6094,13.6569,1,2015300,0,0,0
-69.6094,13.6569,1,2015301,0,0,0
-69.6094,13.6569,1,2015302,0,0,0
-69.6094,13.6569,1,2015303,0,0,0
-69.6094,13.6569,1,2015304,0,0,0
-69.6094,13.6569,1,2015305,0,0,0
-69.6094,13.6569,1,2015306,0,0,0
-69.6094,13.6569,1,2015307,0,0,0
-69.6094,13.6569,1,2015308,0,0,0
-69.6094,13.6569,1,2015309,0,0,0
-69.6094,13.6569,1,2015310,0,0,0
-69.6094,13.6569,1,2015311,0,0,0
-69.6094,13.6569,1,2015312,0,0,0
-69.6094,13.6569,0,2015313,0,0,0
-69.6094,13.6569,1,2015314,0,0,0
-69.6094,13.6569,1,2015315,0,0,0
-69.6094,13.6569,1,2015316,0,0,0
-69.6094,13.6569,1,2015317,0,0,0
-69.6094,13.6569,1,2015318,0,0,0
-69.6094,13.6569,1,2015319,0,0,0
-69.6094,13.6569,1,2015320,0,0,0
-69.6094,13.6569,1,2015321,0,0,0
-69.6094,13.6569,1,2015322,0,0,0
-69.6094,13.6569,1,2015323,0,0,0
-69.6094,13.6569,0,2015324,0,0,0
-69.6094,13.6569,1,2015325,0,0,0
-69.6094,13.6569,1,2015326,0,0,0
-69.6094,13.6569,1,2015327,0,0,0
-69.6094,13.6569,0,2015328,0,0,0
-69.6094,13.6569,1,2015329,0,0,0
-69.6094,13.6569,1,2015330,0,0,0
-69.6094,13.6569,1,2015331,0,0,0
-69.6094,13.6569,1,2015332,0,0,0
-69.6094,13.6569,1,2015333,0,0,0
-69.611,13.6656,0,2015334,0,0,0
-69.6161,13.6835,1,2015335,0,0,0
-69.6548,13.7106,1,2015336,0,0,0
-69.6548,13.7106,1,2015337,0,0,0
-69.6548,13.7106,1,2015338,0,0,0
-69.6935,13.7377,1,2015339,0,0,0
-69.6935,13.7377,1,2015340,0,0,0
-69.6935,13.7377,1,2015342,0,0,0
-69.6633,13.7165,1,2015343,0,0,0
-69.6633,13.7165,1,2015344,0,0,0
-69.6633,13.7165,1,2015345,0,0,0
-69.6633,13.7165,1,2015346,0,0,0
-69.6633,13.7165,1,2015347,0,0,0
-69.6633,13.7165,1,2015349,0,0,0
-69.6633,13.7165,1,2015350,0,0,0
-69.6633,13.7165,1,2015351,0,0,0
-69.6633,13.7165,1,2015352,0,0,0
-69.6633,13.7165,1,2015353,0,0,0
-69.6633,13.7165,1,2015354,0,0,0
-69.6633,13.7165,1,2015355,0,0,0
-69.6633,13.7165,1,2015356,0,0,0
-69.6633,13.7165,1,2015357,0,0,0
-69.6633,13.7165,1,2015358,0,0,0
-69.6633,13.7165,1,2015359,0,0,0
-69.6633,13.7165,1,2015360,0,0,0
-69.6633,13.7165,1,2015361,0,0,0
-69.6633,13.7165,1,2015363,0,0,0
-69.6633,13.7165,1,2015364,0,0,0
-69.6633,13.7165,1,2015365,0,0,0
-69.6633,13.7165,1,2016002,0,0,0
-69.6633,13.7165,1,2016003,0,0,0
-69.6633,13.7165,1,2016004,0,0,0
-69.6633,13.7165,1,2016005,0,0,0
-69.6633,13.7165,1,2016006,0,0,0
-69.6633,13.7165,1,2016007,0,0,0
-69.6633,13.7165,1,2016008,0,0,0
-69.6633,13.7165,1,2016009,0,0,0
-69.6633,13.7165,1,2016010,0,0,0
-69.6633,13.7165,1,2016011,0,0,0
-69.6633,13.7165,1,2016012,0,0,0
-69.6633,13.7165,1,2016013,0,0,0
-69.6633,13.7165,1,2016015,0,0,0
-69.6633,13.7165,1,2016016,0,0,0
-69.6633,13.7165,1,2016017,0,0,0
-69.6198,13.7421,0,2016018,0,0,0
-69.5762,13.7677,1,2016019,0,0,0
-69.5762,13.7677,1,2016020,0,0,0
-69.5762,13.7677,1,2016021,0,0,0
-69.5762,13.7677,1,2016022,0,0,0
-69.5762,13.7677,1,2016023,0,0,0
-69.5762,13.7677,1,2016024,0,0,0
-69.5762,13.7677,1,2016025,0,0,0
-69.5762,13.7677,1,2016027,0,0,0
-69.5762,13.7677,1,2016028,0,0,0
-69.5762,13.7677,1,2016029,0,0,0
-69.5762,13.7677,1,2016030,0,0,0
-69.5762,13.7677,1,2016032,0,0,0
-69.5762,13.7677,1,2016033,0,0,0
-69.5762,13.7677,1,2016034,0,0,0
-69.5762,13.7677,1,2016035,0,0,0
-69.5762,13.7677,1,2016036,0,0,0
-69.5762,13.7677,1,2016037,0,0,0
-69.5762,13.7677,1,2016038,0,0,0
-69.5762,13.7677,1,2016039,0,0,0
-69.5762,13.7677,1,2016041,0,0,0
-69.5762,13.7677,1,2016042,0,0,0
-69.5762,13.7677,1,2016043,0,0,0
-69.5762,13.7677,1,2016044,0,0,0
-69.5762,13.7677,1,2016045,0,0,0
-69.5762,13.7677,1,2016046,0,0,0
-69.5762,13.7677,1,2016048,0,0,0
-69.5762,13.7677,1,2016049,0,0,0
-69.5762,13.7677,1,2016050,0,0,0
-69.5762,13.7677,1,2016051,0,0,0
-69.5762,13.7677,1,2016052,0,0,0
-69.5762,13.7677,1,2016053,0,0,0
-69.5762,13.7677,1,2016054,0,0,0
-69.5762,13.7677,1,2016056,0,0,0
-69.5762,13.7677,1,2016057,0,0,0
-69.5762,13.7677,1,2016058,0,0,0
-69.5762,13.7677,1,2016059,0,0,0
-69.5762,13.7677,1,2016061,0,0,0
-69.5762,13.7677,1,2016062,0,0,0
-69.5762,13.7677,1,2016063,0,0,0
-69.5762,13.7677,1,2016064,0,0,0
-69.5762,13.7677,1,2016065,0,0,0
-69.5762,13.7677,1,2016066,0,0,0
-69.5762,13.7677,1,2016067,0,0,0
-69.5762,13.7677,1,2016069,0,0,0
-69.5762,13.7677,1,2016070,0,0,0
-69.5762,13.7677,1,2016071,0,0,0
-69.5762,13.7677,1,2016072,0,0,0
-69.5762,13.7677,1,2016073,0,0,0
-69.5762,13.7677,1,2016074,0,0,0
-69.5762,13.7677,1,2016076,0,0,0
-69.5762,13.7677,1,2016077,0,0,0
-69.5762,13.7677,1,2016078,0,0,0
-69.5762,13.7677,1,2016079,0,0,0
-69.5762,13.7677,1,2016080,0,0,0
-69.5762,13.7677,1,2016081,0,0,0
-69.5762,13.7677,1,2016083,0,0,0
-69.5762,13.7677,1,2016084,0,0,0
-69.5762,13.7677,1,2016085,0,0,0
-69.5762,13.7677,1,2016086,0,0,0
-69.5762,13.7677,1,2016087,0,0,0
-69.5762,13.7677,1,2016088,0,0,0
-69.5762,13.7677,1,2016090,0,0,0
-69.5762,13.7677,1,2016091,0,0,0
-69.5762,13.7677,1,2016092,0,0,0
-69.5762,13.7677,1,2016093,0,0,0
-69.5762,13.7677,1,2016094,0,0,0
-69.5762,13.7677,1,2016095,0,0,0
-69.5762,13.7677,1,2016097,0,0,0
-69.5762,13.7677,1,2016098,0,0,0
-69.5762,13.7677,1,2016099,0,0,0
-69.5762,13.7677,1,2016100,0,0,0
-69.5762,13.7677,1,2016101,0,0,0
-69.5762,13.7677,1,2016102,0,0,0
-69.5762,13.7677,1,2016104,0,0,0
-69.5762,13.7677,1,2016105,0,0,0
-69.5762,13.7677,1,2016106,0,0,0
-69.5762,13.7677,1,2016107,0,0,0
-69.5762,13.7677,1,2016108,0,0,0
-69.5762,13.7677,1,2016109,0,0,0
-69.5802,13.86,1,2016110,0,0,0
-69.5802,13.86,1,2016111,0,0,0
-69.5802,13.86,1,2016112,0,0,0
-69.5802,13.86,1,2016113,0,0,0
-69.5802,13.86,1,2016114,0,0,0
-69.5802,13.86,1,2016115,0,0,0
-69.5802,13.86,1,2016116,0,0,0
-69.5802,13.86,1,2016117,0,0,0
-69.5802,13.86,1,2016118,0,0,0
-69.593,13.8322,1,2016119,0,0,0
-69.593,13.8322,1,2016120,0,0,0
-69.593,13.8322,1,2016121,0,0,0
-69.593,13.8322,1,2016122,0,0,0
-69.593,13.8322,1,2016123,0,0,0
-69.5943,13.8166,1,2016124,0,0,0
-69.5943,13.8166,1,2016125,0,0,0
-69.5943,13.8166,1,2016126,0,0,0
-69.5943,13.8166,1,2016127,0,0,0
-69.5943,13.8166,1,2016128,0,0,0
-69.5943,13.8166,1,2016129,0,0,0
-69.5943,13.8166,1,2016131,0,0,0
-69.5943,13.8166,1,2016132,0,0,0
-69.5943,13.8166,1,2016133,0,0,0
-69.5943,13.8166,1,2016137,0,0,0
-69.5943,13.8166,1,2016138,0,0,0
-69.5943,13.8166,1,2016139,0,0,0
-69.5719,13.8345,1,2016140,0,0,0
-69.5719,13.8345,1,2016141,0,0,0
-69.5719,13.8345,1,2016142,0,0,0
-69.5719,13.8345,1,2016143,0,0,0
-69.5719,13.8345,0,2016144,0,0,0
-69.5719,13.8345,1,2016145,0,0,0
-69.5926,13.7144,1,2016146,0,0,0
-69.5926,13.7144,1,2016147,0,0,0
-69.5926,13.7144,1,2016148,0,0,0
-69.5926,13.7144,1,2016149,0,0,0
-69.5926,13.7144,1,2016150,0,0,0
-69.5926,13.7144,1,2016151,0,0,0
-69.5926,13.7144,1,2016152,0,0,0
-69.5926,13.7144,1,2016153,0,0,0
-69.5437,13.7982,1,2016154,0,0,0
-69.5437,13.7982,0,2016155,0,0,0
-69.5437,13.7982,1,2016156,0,0,0
-69.5437,13.7982,1,2016157,0,0,0
-69.5437,13.7982,1,2016158,0,0,0
-69.5682,13.7646,1,2016159,0,0,0
-69.5682,13.7646,1,2016160,0,0,0
-69.5682,13.7646,1,2016161,0,0,0
-69.5682,13.7646,1,2016163,0,0,0
-69.5682,13.7646,1,2016164,0,0,0
-69.5682,13.7646,1,2016165,0,0,0
-69.5682,13.7646,1,2016182,0,0,0
-69.5682,13.7646,1,2016183,0,0,0
-69.5682,13.7646,1,2016184,0,0,0
-69.5682,13.7646,1,2016186,0,0,0
-69.5682,13.7646,1,2016188,0,0,0
-69.5682,13.7646,1,2016189,0,0,0
-69.5682,13.7646,1,2016190,0,0,0
-69.5682,13.7646,1,2016191,0,0,0
-69.5682,13.7646,1,2016192,0,0,0
-69.5682,13.7646,1,2016193,0,0,0
-69.5682,13.7646,1,2016195,0,0,0
-69.5923,13.8405,1,2016196,0,0,0
-69.5923,13.8405,1,2016197,0,0,0
-69.5923,13.8405,1,2016198,0,0,0
-69.6044,13.8209,1,2016199,0,0,0
-69.6431,13.8483,1,2016200,0,0,0
-69.6818,13.8757,1,2016201,0,0,0
-69.7205,13.9033,1,2016202,0,0,0
-69.7175,13.9294,1,2016203,0,0,0
-69.6607,13.8608,1,2016204,0,0,0
-69.5833,13.8061,1,2016205,0,0,0
-69.506,13.7518,1,2016206,0,0,0
-69.4286,13.698,1,2016207,0,0,0
-69.4887,13.7129,0,2016208,0,0,0
-69.5503,13.7549,1,2016209,0,0,0
-69.552,13.9522,1,2016210,0,0,0
-69.5383,13.9811,1,2016212,0,0,0
-69.5443,14.0413,1,2016213,0,0,0
-69.5337,14.0338,1,2016215,0,0,0
-69.5153,14.1326,1,2016216,0,0,0
-69.5177,14.2236,1,2016217,0,0,0
-69.5201,14.3147,1,2016218,0,0,0
-69.5409,14.3072,1,2016219,0,0,0
-69.5358,14.2473,1,2016220,0,0,0
-69.5063,14.1087,1,2016222,0,0,0
-69.5218,14.0586,1,2016223,0,0,0
-69.5218,14.0586,1,2016224,0,0,0
-69.5467,14.1324,1,2016225,0,0,0
-69.5853,14.1603,1,2016226,0,0,0
-69.5823,14.1862,1,2016227,0,0,0
-69.609,14.1212,1,2016229,0,0,0
-69.6118,14.2076,1,2016230,0,0,0
-69.6308,14.2214,1,2016232,0,0,0
-69.6308,14.2214,1,2016233,0,0,0
-69.6308,14.2214,1,2016234,0,0,0
-69.5891,14.2193,1,2016236,0,0,0
-69.5407,14.3017,1,2016237,0,0,0
-69.5217,14.4052,1,2016239,0,0,0
-69.5036,14.2573,1,2016240,0,0,0
-69.5196,14.2023,1,2016241,0,0,0
-69.5196,14.2023,1,2016242,0,0,0
-69.5023,14.1618,1,2016244,0,0,0
-69.5023,14.1618,1,2016245,0,0,0
-69.5173,14.2286,1,2016247,0,0,0
-69.5173,14.2286,1,2016248,0,0,0
-69.5173,14.2286,1,2016249,0,0,0
-69.5173,14.2286,1,2016251,0,0,0
-69.5173,14.2286,1,2016252,0,0,0
-69.5173,14.2286,1,2016253,0,0,0
-69.5173,14.2286,1,2016254,0,0,0
-69.485,14.1214,1,2016256,0,0,0
-69.4537,14.01,1,2016257,0,0,0
-69.5006,13.9596,1,2016259,0,0,0
-69.5489,13.8765,1,2016260,0,0,0
-69.5728,13.8321,1,2016261,0,0,0
-69.5559,13.8989,1,2016262,0,0,0
-69.607,13.9123,1,2016265,0,0,0
-69.5768,13.8909,1,2016266,0,0,0
-69.5381,13.8636,1,2016267,0,0,0
-69.5486,13.871,1,2016268,0,0,0
-69.5486,13.871,1,2016269,0,0,0
-69.5486,13.871,1,2016270,0,0,0
-69.5486,13.871,1,2016271,0,0,0
-69.5562,13.9044,1,2016272,0,0,0
-69.563,13.9373,1,2016273,0,0,0
-69.5434,13.9233,1,2016274,0,0,0
-69.5221,13.9362,1,2016275,0,0,0
-69.5171,13.9939,1,2016277,0,0,0
-69.5171,13.9939,1,2016278,0,0,0
-69.5262,13.8885,1,2016280,0,0,0
-69.5479,13.7585,1,2016281,0,0,0
-69.5831,13.834,1,2016282,0,0,0
-69.6142,13.8279,1,2016284,0,0,0
-69.6529,13.8552,1,2016285,0,0,0
-69.6477,13.9078,1,2016288,0,0,0
-69.6131,13.9448,1,2016289,0,0,0
-69.6138,13.9453,1,2016290,0,0,0
-69.6305,13.8728,1,2016292,0,0,0
-69.64,13.7617,1,2016293,0,0,0
-69.6243,13.7621,0,2016294,0,0,0
-69.6087,13.7625,1,2016295,0,0,0
-69.6203,13.7479,1,2016296,0,0,0
-69.6298,13.6368,1,2016297,0,0,0
-69.6347,13.5787,1,2016298,0,0,0
-69.6401,13.6386,1,2016299,0,0,0
-69.6253,13.6322,0,2016300,0,0,0
-69.6105,13.6181,1,2016301,0,0,0
-69.6551,13.5929,1,2016302,0,0,0
-69.6553,13.7055,1,2016303,0,0,0
-69.6389,13.6432,1,2016304,0,0,0
-69.6351,13.5365,0,2016305,0,0,0
-69.6337,13.4657,1,2016306,0,0,0
-69.6736,13.4878,1,2016307,0,0,0
-69.7113,13.4012,1,2016308,0,0,0
-69.7128,13.256,1,2016309,0,0,0
-69.7055,13.2176,1,2016310,0,0,0
-69.7344,13.1191,1,2016311,0,0,0
-69.7313,13.1471,0,2016312,0,0,0
-69.7283,13.1941,1,2016313,0,0,0
-69.7356,13.2326,1,2016314,0,0,0
-69.771,13.172,1,2016315,0,0,0
-69.7633,13.1385,1,2016317,0,0,0
-69.7955,13.1267,1,2016318,0,0,0
-69.7738,12.9991,1,2016320,0,0,0
-69.7714,12.9075,1,2016321,0,0,0
-69.7873,12.9692,1,2016323,0,0,0
-69.7873,12.9692,1,2016324,0,0,0
-69.7607,13.0415,1,2016325,0,0,0
-69.7736,13.1401,1,2016327,0,0,0
-69.7801,13.0598,1,2016328,0,0,0
-69.86,12.9718,1,2016329,0,0,0
-69.8615,12.9338,1,2016330,0,0,0
-69.8431,13.0348,1,2016331,0,0,0
-69.8418,13.1809,1,2016332,0,0,0
-69.837,13.2397,1,2016333,0,0,0
-69.8496,13.0836,1,2016334,0,0,0
-69.8328,13.0332,1,2016336,0,0,0
-69.8349,13.0064,1,2016337,0,0,0
-69.847,12.9861,1,2016338,0,0,0
-69.847,12.9861,1,2016339,0,0,0
-69.8774,12.8647,1,2016341,0,0,0
-69.8852,13.0293,1,2016342,0,0,0
-69.8505,12.9318,1,2016343,0,0,0
-69.8505,12.9318,1,2016345,0,0,0
-69.8505,12.9318,1,2016346,0,0,0
-69.8505,12.9318,1,2016347,0,0,0
-69.8505,12.9318,1,2016348,0,0,0
-69.8505,12.9318,1,2016349,0,0,0
-69.8505,12.9318,1,2016350,0,0,0
-69.8505,12.9318,1,2016351,0,0,0
-69.8505,12.9318,1,2016352,0,0,0
-69.8505,12.9318,1,2016353,0,0,0
-69.8505,12.9318,1,2016354,0,0,0
-69.8505,12.9318,1,2016355,0,0,0
-69.8505,12.9318,1,2016356,0,0,0
-69.8505,12.9318,1,2016357,0,0,0
-69.8505,12.9318,1,2016358,0,0,0
-69.8505,12.9318,1,2016359,0,0,0
-69.8505,12.9318,1,2016360,0,0,0
-69.8505,12.9318,1,2016361,0,0,0
-69.8505,12.9318,1,2016362,0,0,0
-69.8505,12.9318,1,2016363,0,0,0
-69.8505,12.9318,1,2016364,0,0,0
-69.8505,12.9318,1,2016365,0,0,0
-69.8505,12.9318,1,2016366,0,0,0
-69.8505,12.9318,1,2017001,0,0,0
